name,type,detailed_type,categ_id
"FOAM TAPA 200MM X 1100MM X 1""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
FOAMI 4MM 1.50MTS X 1.45MTS NEGRO,Producto almacenable,Producto almacenable,Retornable
FOAMI 8MM 1.55MTS X 2.55MTS NEGRO,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
FOAMI BLANCO 3 MM CON ADHESIVO,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
FOL Consola V363 | AAW,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FOL Consola V363 | EBW,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FONDO DE PINTURA GRIS,Consumible,Consumible,Retornable / Consumibles (Retornable)
FORD ECONOLINE E350 WAGON 2004 V8 NIV: 1FBSS31L24HA91054 CLAVE VEHICULAR: 0492101. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE,Producto almacenable,Producto almacenable,Automoviles
FORD High roof - Celda A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
FORD High roof - Celda B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
FORD High roof - RSC,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
FORD High roof - RSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FORD Lamp subassembly - 1/2 RSC,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
FORD Low roof - HSC,Producto almacenable,Producto almacenable,Muestras / Producto en proceso (Muestras)
FORD Low roof - HSC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FORM RETORNABLE CFE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FORM RETORNABLE TELMEX,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FORMIFLEX IC-CONDUCTIVE 150 LV,Consumible,Consumible,Cartón / Consumibles (Cartón)
FORTO FLEX 610 TRANSPARENTE,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
FOTOPOLIMERO 0.25 (GRABADO),Consumible,Consumible,Servicios
FRANELA MT,Consumible,Consumible,Cartón / Consumibles (Cartón)
FRASCO SAL 1 KG,Consumible,Consumible,Cartón / Consumibles (Cartón)
FREIGHTLINER FL360 715 2020 NIV: JLMBNG1A2LK002366 CLAVE VEHICULAR: 2550907. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE,Producto almacenable,Producto almacenable,Automoviles
FREIGHTLINER FL360 715 2020 NIV: JLMBNG1A7LK002377 CLAVE VEHICULAR: 2550907. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE,Producto almacenable,Producto almacenable,Automoviles
"FRENO DE PISO 4""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"FRENO DE PISO 5"" X 2""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"FRENO DE PISO 5"" X 2"" (copia)",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"FRENO DE PISO 6"" X 2""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"FRENO DE PISO 8"" X 2""",Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
FRENO DE PISO PARA RODAJA DE 4'' DE ALTURA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
FRONT DOOR PANEL ARMREST,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
FS 30 99 0000 00 000 INSERTO A,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FS 30 99 0000 00 000 INSERTO B,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
FUERDA DRIVER,Servicio,Servicio,Servicios
FUERDA PASSENGER,Servicio,Servicio,Servicios
FUNDA P/MOP 90CMS,Consumible,Consumible,Cartón / Consumibles (Cartón)
FUSE ACCESS - CAJA DE CARTON CORRUGADO DOBLE MEDIDAS GENE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"Fabric bag with polybubble exterior lining and 1/4"" polyfoam.",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
Facturas 2018,Servicio,Servicio,Servicios
"Foam peine 163mm x 1180mm espesor 1.5"" foam 2.2lbs",Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
"Foam peine 163mm x 1180mm espesor 2"" foam 2.2lbs",Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
Form Proposal CCB GFSH 8 QPC. CCB. Pallet,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
Front and Rear Reflector lid change of package,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
G - 362390 /362391 DUNNAGE ARMREST FRT & RR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
G GLASS FRONT 500B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
G TRANSFLEX WINDOW PLATE U725,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
G WS DP DUNNAGE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
G09. BMW ALTERNO. Divisor o Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G09. BMW ALTERNO. Separador o Pad. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G09. G07. Pieles. Charola Armada.,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
G42 - Y0064245,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
G45 & ATLAS - KIT CARTON CAJA 4,Servicio,Servicio,Servicios
G45. After Headrest. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G45. After Headrest. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G45. After Headrest. C. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G45. After Headrest. Caja.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
G45. After Headrest. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
G45. After Headrest. D. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
G45. After Headrest. E. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
