id,id,product_tag_ids,name,list_price,default_code,type,detailed_type,categ_id,categ_id/id
__import__.product_product_mp_0047_product_template,__import__.product_product_mp_0047_product_template,,CELDA A VENTILLAS,0.00,CMP-C32-0073,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_15902_acf123af,__export__.product_template_15902_acf123af,,CELDA A WINDOW PLATE,1.00,DEFAULT-0125,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16860_d53e17f6,__export__.product_template_16860_d53e17f6,,CELDA A WL FRONT REFLECTOR,1.00,CELDA A WL FRONT REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16847_ed5418b3,__export__.product_template_16847_ed5418b3,,CELDA A WL REAR REFELCTOR,1.00,CELDA A WL REAR REFELCTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17388_df98481c,__export__.product_template_17388_df98481c,,CELDA A-3X CALAVERA 4548 BMW G01 LCI,1.00,CELDA A-3X CALAVERA 4548 BMW G01 LCI,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18018_a3bd1d95,__export__.product_template_18018_a3bd1d95,,CELDA ARMADA - ICP CD539 MICRO,1.00,CELDA ARMADA - ICP CD539 MICRO,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_17973_50c5c3aa,__export__.product_template_17973_50c5c3aa,,CELDA ARMADA - TESLA NV26 FRL CONL END ITEM,1.00,CELDA ARMADA - TESLA NV26 FRL CONL END ITEM,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_17314_d0648b0e,__export__.product_template_17314_d0648b0e,,CELDA ARMADA AC PANEL LEXUS,1.00,CELDA ARMADA AC PANEL LEXUS,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19115_69a44d08,__export__.product_template_19115_69a44d08,,CELDA ARMADA AQ450 CONTENEDOR RETORNABLE,1.00,CELDA ARMADA AQ450 CONTENEDOR RETORNABLE,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_17496_939adfb3,__export__.product_template_17496_939adfb3,,CELDA ARMADA DECO ASSY DRIVER,1.00,CELDA ARMADA DECO ASSY DRIVER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17837_3493f548,__export__.product_template_17837_3493f548,,CELDA ARMADA FUSE ACCESS STORAGE BIN,1.00,CELDA ARMADA FUSE ACCESS STORAGE BIN,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_15907_591ba0ff,__export__.product_template_15907_591ba0ff,,CELDA ARMADA WINDOW PLATE,1.00,CELDA ARMADA WINDOW PLATE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16863_bacc22f3,__export__.product_template_16863_bacc22f3,,CELDA ARMADA WL FRONT REFLECTOR,1.00,CELDA ARMADA WL FRONT REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16850_69aeec70,__export__.product_template_16850_69aeec70,,CELDA ARMADA WL REAR REFLECTOR,1.00,CELDA ARMADA WL REAR REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18953_c9736c2b,__export__.product_template_18953_c9736c2b,,CELDA ARMREST,0.00,CMP-C32-0075,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0078_product_template,__import__.product_product_mp_0078_product_template,,CELDA AUDIQ5,0.00,CMP-D36-0042,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19945_057388bf,__export__.product_template_19945_057388bf,,CELDA B,1.00,CELDA B TOYOTA MCV,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_21161_d991a2de,__export__.product_template_21161_d991a2de,,CELDA B,1.00,DEFAULT-5712,Producto almacenable,Producto almacenable,Todos,product.product_category_all
__export__.product_template_18022_0bb07ad7,__export__.product_template_18022_0bb07ad7,,CELDA B  - ICP CD539 MICRO,1.00,CELDA B  - ICP CD539 MICRO,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18388_13f49f9e,__export__.product_template_18388_13f49f9e,,CELDA B - 1 LADO - DUNNAGE 40X,1.00,CELDA B - 1 LADO - DUNNAGE 40X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18387_008b300d,__export__.product_template_18387_008b300d,,CELDA B - 2 LADOS - DUNNAGE 40X,1.00,CELDA B - 2 LADOS - DUNNAGE 40X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_pt_0763_product_template,__import__.product_product_pt_0763_product_template,,CELDA B - A PILLAR GARNISH,0.00,CELDA B - A PILLAR GARNISH,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_15829_77af0f64,__export__.product_template_15829_77af0f64,,CELDA B - A24,1.00,CELDA B - A24,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0765_product_template,__import__.product_product_pt_0765_product_template,,CELDA B - B PILLAR LOWER GARNISH,0.00,CELDA B - B PILLAR LOWER GARNISH,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0758_product_template,__import__.product_product_pt_0758_product_template,,CELDA B - B PILLAR UPPER,0.00,GSH003-CE-B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18161_5917105f,__export__.product_template_18161_5917105f,,CELDA B - DUNNAGE CLUSTER,1.00,CELDA B - DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_20422_76f7b4a9,__export__.product_template_20422_76f7b4a9,,CELDA B - MID PANEL,1.00,20422. CELDA B - MID PANEL,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18026_3b4b4ce7,__export__.product_template_18026_3b4b4ce7,,CELDA B - SEPARADOR WS,1.00,CELDA B - SEPARADOR WS,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17975_194ee121,__export__.product_template_17975_194ee121,,CELDA B - TESLA NV26 FRL CONL END ITEM,1.00,CELDA B - TESLA NV26 FRL CONL END ITEM,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_mp_0140_product_template,__import__.product_product_mp_0140_product_template,,CELDA B 24X,0.00,OBS-SG-0002,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_0811_product_template,__import__.product_product_pt_0811_product_template,,CELDA B 309,0.00,CELDA B 309,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0830_product_template,__import__.product_product_pt_0830_product_template,,CELDA B 311,0.00,CELDA B 311,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0836_product_template,__import__.product_product_pt_0836_product_template,,CELDA B 342,0.00,CELDA B 342,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0819_product_template,__import__.product_product_pt_0819_product_template,,CELDA B 391,0.00,CELDA B 391,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0891_product_template,__import__.product_product_pt_0891_product_template,,CELDA B 3x3 DJ SERVICIO AIR BOX,0.00,CAR818231-CE-B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0376_product_template,__import__.product_product_pt_0376_product_template,,CELDA B 405,0.00,CELDA B 405,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0377_product_template,__import__.product_product_pt_0377_product_template,,CELDA B 411,0.00,CELDA B 411,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0379_product_template,__import__.product_product_pt_0379_product_template,,CELDA B 550,0.00,CELDA B 550,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0382_product_template,__import__.product_product_pt_0382_product_template,,CELDA B 576,0.00,CELDA B 576,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0384_product_template,__import__.product_product_pt_0384_product_template,,CELDA B 611,0.00,CELDA B 611,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0386_product_template,__import__.product_product_pt_0386_product_template,,CELDA B 622,0.00,CELDA B 622,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0388_product_template,__import__.product_product_pt_0388_product_template,,CELDA B 660,0.00,CELDA B 660,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0390_product_template,__import__.product_product_pt_0390_product_template,,CELDA B 680,0.00,CELDA B 680,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0391_product_template,__import__.product_product_pt_0391_product_template,,CELDA B 682,0.00,CELDA B 682,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0753_product_template,__import__.product_product_pt_0753_product_template,,CELDA B 738,0.00,CELDA B 738,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17373_b45fc791,__export__.product_template_17373_b45fc791,,CELDA B 746,1.00,CMP-C32-1166,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_0779_product_template,__import__.product_product_pt_0779_product_template,,CELDA B 773,0.00,CELDA B 773,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0397_product_template,__import__.product_product_pt_0397_product_template,,CELDA B 783,0.00,CELDA B 783,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0809_product_template,__import__.product_product_pt_0809_product_template,,CELDA B 785,0.00,CELDA B 785,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0838_product_template,__import__.product_product_pt_0838_product_template,,CELDA B 824,0.00,CELDA B 824,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17316_94484f44,__export__.product_template_17316_94484f44,,CELDA B AC PANEL LEXUS,1.00,CELDA B AC PANEL LEXUS,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19007_e58f009d,__export__.product_template_19007_e58f009d,,CELDA B AQ450 CONTENEDOR CARTON,1.00,CELDA B AQ 450,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17517_374bb1e4,__export__.product_template_17517_374bb1e4,,CELDA B BOLSTER PASSENGER,1.00,CELDA B BOLSTER PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17861_c521dc0c,__export__.product_template_17861_c521dc0c,,CELDA B CAJA ESD,1.00,CELDA B CAJA ESD,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16948_89e9923f,__export__.product_template_16948_89e9923f,,CELDA B CLUSTER CAP IP MCA,1.00,CELDA B CLUSTER CAP IP MCA 363010550,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_product_14608_315c088d_product_template,__export__.product_product_14608_315c088d_product_template,,CELDA B COVER SIDE VFF VW316,1.00,CELDA B COVER SIDE VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17492_f5d82279,__export__.product_template_17492_f5d82279,,CELDA B CUBBY BIN,1.00,CELDA B CUBBY BIN,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17498_0b93e202,__export__.product_template_17498_0b93e202,,CELDA B DECO ASSY DRIVER,1.00,CELDA B DECO ASSY DRIVER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17259_a28a67f7,__export__.product_template_17259_a28a67f7,,CELDA B E SHIFTER TOP FINISH PANEL,1.00,CELDA B E SHIFTER TOP FINISH PANEL,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_19888_6dc12d28,__export__.product_template_19888_6dc12d28,,CELDA B ESCURRIMIENTO NEXTRACKER,1.00,CELDA B ESCURRIMIENTO NEXTRACKER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_pt_0902_product_template,__import__.product_product_pt_0902_product_template,,CELDA B FAN SYSTEM VALEO VW,0.00,CELDA B FAN SYSTEM VALEO VW,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17836_de75f4b4,__export__.product_template_17836_de75f4b4,,CELDA B FUSE ACCESS STORAGE BIN,1.00,CELDA B FUSE ACCESS STORAGE BIN,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20192_7e067708,__export__.product_template_20192_7e067708,,CELDA B GLOVE BOX,1.00,CMP-C32-4458,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_20529_997d333f,__export__.product_template_20529_997d333f,,CELDA B GLOVE BOX Y0981384,1.00,CELDA B GLOVE BOX Y0981384,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18988_9012cc74,__export__.product_template_18988_9012cc74,,CELDA B GMT 625,1.00,CELDA B GMT 625,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_product_14602_7f6f199c_product_template,__export__.product_product_14602_7f6f199c_product_template,,CELDA B INNER VFF VW316,1.00,CELDA B INNER VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20962_b3d1f27c,__export__.product_template_20962_b3d1f27c,,CELDA B KIA ECU + BRACKET,1.00,CELDA B KIA ECU + BRACKET,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18906_915b2c0d,__export__.product_template_18906_915b2c0d,,CELDA B KIT RETEINER,1.00,DEFAULT-3251,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19850_c0c0a502,__export__.product_template_19850_c0c0a502,,CELDA B MOTOR GEAR,1.00,CELDA B MOTOR GEAR RESISTENCIA 32 ECT,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_product_14596_6fc11331_product_template,__export__.product_product_14596_6fc11331_product_template,,CELDA B OUTER ETAPA VFF VW316,1.00,CELDA B OUTER VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0873_product_template,__import__.product_product_pt_0873_product_template,,CELDA B PANEL LOAD FLOOR 24X,0.00,LFR004-CE-B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0309_product_template,__import__.product_product_pt_0309_product_template,,CELDA B PARA 745,0.00,CELDA B PARA 745,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_19273_7bd609a0,__export__.product_template_19273_7bd609a0,,CELDA B PARA KIT MCV CARTON,1.00,CELDA B CARTON SENCILLO,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_mp_0049_product_template,__import__.product_product_mp_0049_product_template,,CELDA B QTR 5 CAV,0.00,OBS-C32-0114,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0093_product_template,__import__.product_product_mp_0093_product_template,,CELDA B QTR LOWER 5 CAV,0.00,OBS-D42-0120,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17407_7422bd9e,__export__.product_template_17407_7422bd9e,,CELDA B RING,1.00,CELDA B RING,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17473_5dfd4ceb,__export__.product_template_17473_5dfd4ceb,,CELDA B SHROUD LOWER,1.00,CELDA B SHROUD LOWER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_15667_538caab4,__export__.product_template_15667_538caab4,,CELDA B SPACER LOAD FLOOR,1.00,CELDA B SPACER LOAD FLOOR,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17761_5024b901,__export__.product_template_17761_5024b901,,CELDA B U725,1.00,CMP-C32-1176,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_15903_82f608e0,__export__.product_template_15903_82f608e0,,CELDA B WINDOW PLATE,1.00,DEFAULT-0126,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16861_83bb74dc,__export__.product_template_16861_83bb74dc,,CELDA B WL FRONT REFLECTOR,1.00,CELDA B WL FRONT REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16848_c83d74ab,__export__.product_template_16848_c83d74ab,,CELDA B WL REAR REFLECTOR,1.00,CELDA B WL REAR REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17390_fd4c5fb0,__export__.product_template_17390_fd4c5fb0,,CELDA B-4X CALAVERA 4548 BMW G01 LCI,1.00,CELDA B-4X CALAVERA 4548 BMW G01 LCI,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16137_dcae0c68,__export__.product_template_16137_dcae0c68,,CELDA B02A,1.00,CELDA B02A,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_16138_890b1050,__export__.product_template_16138_890b1050,,CELDA B02A - CELDA A,1.00,CELDA B02A - CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16139_0d10ac17,__export__.product_template_16139_0d10ac17,,CELDA B02A - CELDA B,1.00,CELDA B02A - CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16140_f49eb9b2,__export__.product_template_16140_f49eb9b2,,CELDA B02A - CELDA C,1.00,CELDA B02A - CELDA C,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16141_da6c805d,__export__.product_template_16141_da6c805d,,CELDA B02A - CELDA D,1.00,CELDA B02A - CELDA D,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16142_b83096c5,__export__.product_template_16142_b83096c5,,CELDA B02A - CELDA E,1.00,CELDA B02A - CELDA E,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16143_7baeef3a,__export__.product_template_16143_7baeef3a,,CELDA B02A - CELDA F,1.00,CELDA B02A - CELDA F,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19946_e8caf9c7,__export__.product_template_19946_e8caf9c7,,CELDA C,1.00,CELDA C TOYOTA MCV,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18390_372103a9,__export__.product_template_18390_372103a9,,CELDA C - 2 LADO - DUNNAGE 40X,1.00,CELDA C - 2 LADO - DUNNAGE 40X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18389_a10bd34d,__export__.product_template_18389_a10bd34d,,CELDA C - 2 LADO - DUNNAGE 40X + TAPA,1.00,CELDA C - 2 LADOS - DUNNAGE 40X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_15830_10620a55,__export__.product_template_15830_10620a55,,CELDA C - A24,1.00,CELDA C - A24,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0759_product_template,__import__.product_product_pt_0759_product_template,,CELDA C - B PILLAR UPPER,0.00,GSH003-CE-C,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18162_622c2527,__export__.product_template_18162_622c2527,,CELDA C - DUNNAGE CLUSTER,1.00,CELDA C - DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_20661_bc98158c,__export__.product_template_20661_bc98158c,,CELDA C - LOWER IMGL,1.00,DEFAULT-5158,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__import__.product_product_mp_0143_product_template,__import__.product_product_mp_0143_product_template,,CELDA C 24X,0.00,OBS-SG-0005,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_pt_0812_product_template,__import__.product_product_pt_0812_product_template,,CELDA C 309,0.00,CELDA C 309,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0831_product_template,__import__.product_product_pt_0831_product_template,,CELDA C 311,0.00,CELDA C 311,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0400_product_template,__import__.product_product_pt_0400_product_template,,CELDA C 682,0.00,CELDA C 682,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0780_product_template,__import__.product_product_pt_0780_product_template,,CELDA C 773,0.00,CELDA C 773,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0402_product_template,__import__.product_product_pt_0402_product_template,,CELDA C 783,0.00,CELDA C 783,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17317_82265f5e,__export__.product_template_17317_82265f5e,,CELDA C AC PANEL LEXUS,1.00,CELDA C AC PANEL LEXUS,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17518_434abe84,__export__.product_template_17518_434abe84,,CELDA C BOLSTER PASSENGER,1.00,CELDA C BOLSTER PASSENGER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17493_34b688a5,__export__.product_template_17493_34b688a5,,CELDA C CUBBY BIN,1.00,CELDA C CUBBY BIN,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16932_31731ce6,__export__.product_template_16932_31731ce6,,CELDA C DUNNAGE SPEAKER GRILLLE,1.00,CELDA C DUNNAGE SPEAKER GRILLLE 363010530,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17260_58ba947f,__export__.product_template_17260_58ba947f,,CELDA C E SHIFTER TOP FINISH PANEL,1.00,CELDA C E SHIFTER TOP FINISH PANEL,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_pt_0903_product_template,__import__.product_product_pt_0903_product_template,,CELDA C FAN SYSTEM VALEO VW,0.00,CELDA C FAN SYSTEM VALEO VW,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_product_14603_418b257d_product_template,__export__.product_product_14603_418b257d_product_template,,CELDA C INNER VFF VW316,1.00,CELDA C INNER VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_product_14597_464a23c4_product_template,__export__.product_product_14597_464a23c4_product_template,,CELDA C OUTER ETAPA VFF VW316,1.00,CELDA C OUTER VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_17474_f26a578d,__export__.product_template_17474_f26a578d,,CELDA C SHROUD LOWER,1.00,CELDA C SHROUD LOWER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16862_0fec6718,__export__.product_template_16862_0fec6718,,CELDA C WL FRONT REFLECTOR,1.00,CELDA C WL FRONT REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16849_f0739d0d,__export__.product_template_16849_f0739d0d,,CELDA C WL REAR REFLECTOR,1.00,CELDA C WL REAR REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_mp_0076_product_template,__import__.product_product_mp_0076_product_template,,CELDA C& D FAN SYSTEM,0.00,OBS-D36-0040,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17391_221e5f93,__export__.product_template_17391_221e5f93,,CELDA C-4X CALAVERA 4548 BMW G01 LCI,1.00,CELDA C-4X CALAVERA 4548 BMW G01 LCI,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18986_f31d3eab,__export__.product_template_18986_f31d3eab,,CELDA CK 32 ECT,34.10,CELDA CK 32 ECT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_product_14606_7e1bbb06_product_template,__export__.product_product_14606_7e1bbb06_product_template,,CELDA COVER SIDE VFF VW316,1.00,CELDA COVER SIDE VFF VW316,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_17526_9f80a05a,__export__.product_template_17526_9f80a05a,,CELDA CX482,1.00,CMP-SG-1170,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
