id,id,product_tag_ids,name,list_price,default_code,type,detailed_type,categ_id,categ_id/id
__export__.product_template_16792_7cd2c19b,__export__.product_template_16792_7cd2c19b,,LENTE INNER 00216458-02-0000 RH,471.42,LENTE INNER 00216458-02-0000 RH,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_16780_1041d4df,__export__.product_template_16780_1041d4df,,LENTE OUTER 00216087-02-000 LH,258.02,LENTE OUTER 00216087-02-000 LH,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_16786_1eaf97d1,__export__.product_template_16786_1eaf97d1,,LENTE OUTER 00216088-02-0000 RH,258.02,LENTE OUTER 00216088-02-0000 RH,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_17376_5228a4f6,__export__.product_template_17376_5228a4f6,,LIJA DE AGUA A-99 400,1.00,CC-1360,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_20416_337ce320,__export__.product_template_20416_337ce320,,LIMPIEZA DE 3400 TOTES PARA CLUSTER P703 (SAME AS CX430),572.00,LIMPIEZA DE 3400 TOTES PARA CLUSTER P703 (SAME AS CX430),Servicio,Servicio,Servicios,__import__.product_category_005
__import__.product_product_mp_0005_product_template,__import__.product_product_mp_0005_product_template,,LINER 200  14PE EN 68 X 57 CMS PLASTIFICADO,0.00,CMP-0088,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0006_product_template,__import__.product_product_mp_0006_product_template,,LINER 200 14PE EN 58 X 33.5 CMS PLASTIFICADO,0.00,CMP-0089,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19094_12bc6030,__export__.product_template_19094_12bc6030,,LINER 28PTS 490MM X 665MM,1.00,CMP-28PT-1201,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19096_29973766,__export__.product_template_19096_29973766,,LINER 28PTS 595MM X 740MM,1.00,CMP-28PT-1203,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19095_629efe3a,__export__.product_template_19095_629efe3a,,LINER 28PTS 800MM X 1083MM,1.00,CMP-28PT-1202,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19093_61654555,__export__.product_template_19093_61654555,,LINER 28PTS 985MM X 938MM,1.00,CMP-28PT-1200,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17306_f3cd4e80,__export__.product_template_17306_f3cd4e80,,LINER KRAFT 205GR 900MM X 1250MM,1.00,CMP-1160,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17668_71c521ee,__export__.product_template_17668_71c521ee,,LINER KRAFT 400GR 900MM X 1250MM,1.00,CMP-1221,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18125_5a3ecb07,__export__.product_template_18125_5a3ecb07,,LINER KRAFT 500GR 900MM X 1250MM,1.00,CMP-1225,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17433_305a1e76,__export__.product_template_17433_305a1e76,,LINER SIN PLASTIFICAR 200 529MM X 323MM,1.00,CMP-1217,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17863_9fd79bff,__export__.product_template_17863_9fd79bff,,LINNER 180204670 CELDA A,1.00,CMP-1214,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_17865_c8cc8a3f,__export__.product_template_17865_c8cc8a3f,,LINNER 180204670 CELDA B,1.00,CMP-1215,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_17864_4811ee1f,__export__.product_template_17864_4811ee1f,,LINNER 180204730,4.22,CMP-1216,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__export__.product_template_17632_2f80269c,__export__.product_template_17632_2f80269c,,LINNER 184003040 (DS),0.36,CMP-1211,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón),__export__.product_category_32_a2eb8003
__import__.product_product_mp_0007_product_template,__import__.product_product_mp_0007_product_template,,LINNER 500 GRS. EN 62 X 74.4 CMS,0.00,CMP-0090,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0008_product_template,__import__.product_product_mp_0008_product_template,,LINNER 500 GRS. EN 75.4 X 74.4 CMS,0.00,CMP-0091,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__import__.product_product_mp_0009_product_template,__import__.product_product_mp_0009_product_template,,LINNER PLASTIFICADO 68X84(MUEST.010B),0.00,CMP-0092,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_18029_243d5717,__export__.product_template_18029_243d5717,,"LLAVE ALLEN T  5/16""X6""",1.00,CC-1399,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_19312_8f15f9d6,__export__.product_template_19312_8f15f9d6,,LONA CRISTAL CAL 40,1.00,RTM-1199,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_18166_a07f064b,__export__.product_template_18166_a07f064b,,LONA PERFIL A- DUNNAGE CLUSTER,1.00,LONA PERFIL A- DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18167_d1f6d21d,__export__.product_template_18167_d1f6d21d,,LONA PERFIL B- DUNNAGE CLUSTER,1.00,LONA PERFIL B- DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16852_aa01485f,__export__.product_template_16852_aa01485f,,LONA TAPA WL REAR REFLECTOR,1.00,LONA TAPA WL REAR REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_mp_0167_product_template,__import__.product_product_mp_0167_product_template,,LONA TRANSFLEX,0.00,RTM-0029,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_16865_b91ead55,__export__.product_template_16865_b91ead55,,LONA WL FRONT REFLECTOR,1.00,LONA WL FRONT REFLECTOR,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_20237_695d1fe4,__export__.product_template_20237_695d1fe4,,LOWER ARMREST ASSY Dunnage para ropack 45X48X25 300 CAVIDADES ($246.70 + $195.50),442.20,LOWER ARMREST ASSY Dunnage para ropack 45X48X25 300 CAVIDADES ($246.70 + $195.50),Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_20699_bb5f2059,__export__.product_template_20699_bb5f2059,,LOWER INSERTO A 1200 MM X 71 MM X 38 mm XLPE 4# STD BLACK + ADHESIVO 8950,1.00,RTM-8010,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20700_818de888,__export__.product_template_20700_818de888,,LOWER INSERTO B 1200 MM X 127 MM X 38 mm LOWER IMGL INS B XLPE 4# STD BLACK + ADHESIVO 8950,1.00,RTM-8011,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20701_6acfca76,__export__.product_template_20701_6acfca76,,LOWER INSERTO C 1165 MM X 38 MM X 25 mm XLPE 4# STD BLACK + ADHESIVO 8950,1.00,RTM-8012,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20702_5e64cea7,__export__.product_template_20702_5e64cea7,,LOWER INSERTO C PUERTA IZQUIERDA1165 MM X 50 MM X 25 MM XLPE 4# STD BLACK + ADHESIVO 8950,1.00,RTM-8013,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_21109_0122554b,__export__.product_template_21109_0122554b,,LUCID CCB KIT,123.89,LUCID CCB Cardboard Box,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_19155_8875fc16,__export__.product_template_19155_8875fc16,,LUMBER MODEL Y,101.17,N1401000 LUMBER KIT KIT LUMBER,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón),__export__.product_category_23_9848fbc3
__export__.product_template_17336_ff8dfaa7,__export__.product_template_17336_ff8dfaa7,,LUSTROL P/ PISOS 4 LTS,1.00,CC-1393,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_19509_2da9ec0d,__export__.product_template_19509_2da9ec0d,,Lamina HIPS de estireno Blanco 1.20 X 1.52 40ml ( 1.0mm),1.00,RTM-HP-1001,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_19518_ab21821a,__export__.product_template_19518_ab21821a,,Lamina de PET cal.40 (1mm)  1.22*2.44,1.00,RTM-PET.40-3826,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_16814_b718ce85,__export__.product_template_16814_b718ce85,,Lona tapa front and rear,1.00,Lona para rapa front and rear,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_20202_4eb387dc,__export__.product_template_20202_4eb387dc,,"Lámina rPET Cristal 40 mils, 450x680 mm",1.00,RTM-4466,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_21379_e08d17de,__export__.product_template_21379_e08d17de,,M&W Packaging KIT ON  BUDGET,1.00,DEFAULT-5931,Consumible,Consumible,Todos,product.product_category_all
__export__.product_template_21305_a8a9407d,__export__.product_template_21305_a8a9407d,,M&W Packaging KIT ON  BUDGET,"3,000.17",M&W Packaging KIT ON  BUDGET,Servicio,Servicio,Servicios,__import__.product_category_005
__import__.product_product_serv_0013_product_template,__import__.product_product_serv_0013_product_template,,MAGNA LT,0.00,GASOLINA,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_19458_07c162ae,__export__.product_template_19458_07c162ae,,"MALLA DESPLEGADA 1/8"" X 3' X 11 METROS",1.00,RTM-3763,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__import__.product_product_mp_0168_product_template,__import__.product_product_mp_0168_product_template,,MALLA GRAL,0.00,RTM-0030,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_16284_6c3b8a07,__export__.product_template_16284_6c3b8a07,,"MANGUERA INDUSTRIAL 25MM 1"" TRANSPARENTE",1.00,RTM-1515,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_16567_c879a9d2,__export__.product_template_16567_c879a9d2,,"MANGUERA INDUSTRIAL 32MM 1 1/4"" TRANSPARENTE",1.00,RTM-1346,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_16466_c50a9c88,__export__.product_template_16466_c50a9c88,,"MANGUERA INDUSTRIAL 38MM 1 1/2"" TRANSPARENTE",1.00,RTM-1345,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20544_d5f7179a,__export__.product_template_20544_d5f7179a,,"MANGUERA LISA NEGRA DE 1""",1.00,CC-4973,Producto almacenable,Producto almacenable,Retornable / Consumibles (Retornable),__export__.product_category_25_9d2f2297
__export__.product_template_15937_005579f7,__export__.product_template_15937_005579f7,,MANIOBRAS,1.00,SERV-007,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_16081_58dab5b1,__export__.product_template_16081_58dab5b1,,MANTENIMIENTO AUTOMOTRIZ,1.00,MANTENIMIENTO AUTOMOTRIZ,Servicio,Servicio,Todos,product.product_category_all
__export__.product_template_16078_1f237869,__export__.product_template_16078_1f237869,,MANTENIMIENTO DE MAQUINARIA,1.00,MANTENIMIENTO DE MAQUINARIA,Servicio,Servicio,Todos,product.product_category_all
__export__.product_template_16071_6898fdcb,__export__.product_template_16071_6898fdcb,,MANTENIMIENTO DE SISTEMAS COMPUTACIONALES,1.00,MANTENIMIENTO DE SISTEMAS COMPUTACIONALES,Servicio,Servicio,Todos,product.product_category_all
__import__.product_product_pt_0579_product_template,__import__.product_product_pt_0579_product_template,,MAP POCKET LOWER FRONT CELDA A,0.00,MAP POCKET LOWER FRONT CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0580_product_template,__import__.product_product_pt_0580_product_template,,MAP POCKET LOWER FRONT CELDA B,0.00,MAP POCKET LOWER FRONT CELDA B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0581_product_template,__import__.product_product_pt_0581_product_template,,MAP POCKET LOWER FRONT CELDA C,0.00,MAP POCKET LOWER FRONT CELDA C,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0582_product_template,__import__.product_product_pt_0582_product_template,,MAP POCKET LOWER FRONT CELDA D,0.00,MAP POCKET LOWER FRONT CELDA D,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0583_product_template,__import__.product_product_pt_0583_product_template,,MAP POCKET LOWER FRONT CELDA E,0.00,MAP POCKET LOWER FRONT CELDA E,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0584_product_template,__import__.product_product_pt_0584_product_template,,MAP POCKET LOWER FRONT INSERTO A,0.00,MAP POCKET LOWER FRONT INSERTO A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__import__.product_product_pt_0585_product_template,__import__.product_product_pt_0585_product_template,,MAP POCKET LOWER FRONT INSERTO B,0.00,MAP POCKET LOWER FRONT INSERTO B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_16064_73c654f9,__export__.product_template_16064_73c654f9,,MAQUILA,1.00,MAQUILA,Servicio,Servicio,Todos,product.product_category_all
__export__.product_template_17213_8f1048de,__export__.product_template_17213_8f1048de,,MASCARILLA N96,30.00,RTM-1179,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_16077_c06ada10,__export__.product_template_16077_c06ada10,,MATERIAL Y EQUIPO DE LIMPIEZA,1.00,MATERIAL Y EQUIPO DE LIMPIEZA,Servicio,Servicio,Todos,product.product_category_all
__export__.product_template_19425_bb2f4a9e,__export__.product_template_19425_bb2f4a9e,,MCV   Celda A e Inserto D,0.00,CMP-C32-0101,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19424_a2b97ade,__export__.product_template_19424_a2b97ade,,"MCV  Celda B, Celda C e Inserto E",0.00,CMP-C32-0100,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19860_c23590af,__export__.product_template_19860_c23590af,,MEB. AUDI. KAAYA. A. Pieza.,1.00,CELDA A AUDI KAAYA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19861_8c333802,__export__.product_template_19861_8c333802,,MEB. AUDI. KAAYA. B. Pieza.,1.00,CELDA B AUDI KAAYA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19863_27bf75ac,__export__.product_template_19863_27bf75ac,,MEB. AUDI. KAAYA. Caja.,1.00,CAJA HSC AUDI KAAYA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19862_7f4c7438,__export__.product_template_19862_7f4c7438,,MEB. AUDI. KAAYA. Celdado.,1.00,CELDADO AUDI KAAYA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19866_6f26b5bc,__export__.product_template_19866_6f26b5bc,,MEB. AUDI. KAAYA. TARIMA 42 x 48,1.00,DEFAULT-4145,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_19864_4f252fa0,__export__.product_template_19864_4f252fa0,,MEB. AUDI. KAAYA. Tapa.,1.00,TAPA AUDI KAAYA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19892_0ec080f0,__export__.product_template_19892_0ec080f0,,MEDIA CAJA 4291AL,1.00,MEDIA CAJA 4291AL,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_18042_a8751d1e,__export__.product_template_18042_a8751d1e,,MEDIA TAPA - GLASS FRONT 780B IC,1.00,MEDIA TAPA - GLASS FRONT 780B IC,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable),__export__.product_category_28_e9aa8d29
__export__.product_template_17416_56de833f,__export__.product_template_17416_56de833f,,MEDIA TAPA 2422 - LADO 22 AL DUNNAGE,1.00,MEDIA TAPA 2422 - LADO 22 AL DUNNAGE,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18524_53e4f196,__export__.product_template_18524_53e4f196,,"MEDIA TAPA 45""",1.00,"MEDIA TAPA 45""",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18595_26341f85,__export__.product_template_18595_26341f85,,"MEDIA TAPA 45"" + ALMA",1.00,"MEDIA TAPA 45"" + ALMA",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_17131_daffced3,__export__.product_template_17131_daffced3,,"MEDIA TAPA 45"" + ALMA - DECO ASSY PASSENGER",1.00,"MEDIA TAPA 45"" + ALMA - DECO ASSY PASSENGER",Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_18078_ae618693,__export__.product_template_18078_ae618693,,MEDIA TAPA 4548 ROPACK,1.00,MEDIA TAPA 4548 ROPACK,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16739_7699d81f,__export__.product_template_16739_7699d81f,,MEDIA TAPA DE PLASTICO - WINDOW PLATE CX430,1.00,TAPA WINDOW PLATE CX430,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_template_16725_e46da84c,__export__.product_template_16725_e46da84c,,MEDIA TAPA DE TRANSFLEX C/ INSERTO DE PC 4MM,1.00,MEDIA TAPA GLASS FRONT 500B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__import__.product_product_serv_0014_product_template,__import__.product_product_serv_0014_product_template,,MEDICAMENTO SIN IVA,0.00,MEDICINAS,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_15916_57ffeed4,__export__.product_template_15916_57ffeed4,,MEDICAMENTOS Y CURACION,1.00,SERV-005,Servicio,Servicio,Servicios,__import__.product_category_005
__import__.product_product_serv_0015_product_template,__import__.product_product_serv_0015_product_template,,MEDICINA CON IVA,0.00,MEDICINA,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_19897_add8d986,__export__.product_template_19897_add8d986,,MEDIO CUELLO 4291AL,1.00,MEDIO CUELLO 4291AL,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20219_ef4199d4,__export__.product_template_20219_ef4199d4,,MEDIO CUELLO DOOR PANEL,1.00,MEDIO CUELLO DOOR PANEL,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_20787_c2782d70,__export__.product_template_20787_c2782d70,,METALEX ULTRA DEEP BRILLANTE AZUL DJ LOWER (COLOR AZUL 006),1.00,RTM-5373,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20786_08cf79d8,__export__.product_template_20786_08cf79d8,,METALEX ULTRA DEEP BRILLANTE SUNFLOWER SW6678,1.00,RTM- 5372,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20959_ed689336,__export__.product_template_20959_ed689336,,"MH-6114B-3575P Spring Loaded Latch Barrel Dia ~0.61"" x Length ~1.4"" Plunger Dia ~0.35"" x Length ~0.75""",1.00,RTM-9969,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__export__.product_template_20679_5791b4d2,__export__.product_template_20679_5791b4d2,,"MH-6114B-3575P Spring Loaded Latch Barrel Dia ~0.61"" x Length ~1.4"" Plunger Dia ~0.35"" x Length ~0.75""",1.00,RTM-5178,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
__import__.product_product_mp_0169_product_template,__import__.product_product_mp_0169_product_template,,MICROALAMBRE 0.35 ACERO AL CARBON,0.00,RTM-0031,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_17547_4b863d6c,__export__.product_template_17547_4b863d6c,,MICROCORRUGADO PLASTIFICADO ECT 32,1.00,CMP-C32-1171,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón),__import__.product_category_002
__export__.product_template_21336_284955d9,__export__.product_template_21336_284955d9,,MISCELLANEOUS EXPENSED ITEM,"1,261.57",MISCELLANEOUS EXPENSED ITEM,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_17141_b873ef92,__export__.product_template_17141_b873ef92,,MITAD CUBREBOCAS,1.00,MITAD CUBREBOCAS,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable),__export__.product_category_30_45cb0a76
__export__.product_product_14616_85b67ad9_product_template,__export__.product_product_14616_85b67ad9_product_template,,MODIFICACION SUAJE,1.00,SERV-004,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_21287_8efb93f7,__export__.product_template_21287_8efb93f7,,MOLDE DE MADERA PARA PROTO,"7,108.11",MOLDE DE MADERA PARA PROTO HONDA DU,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_18865_114db3dd,__export__.product_template_18865_114db3dd,,MOLDE PIPE MCV,995.00,PART#: NA  Molde de resina para generar producci n de 50 charolas termoformadas de pipe MCV 115 -  TOYOTA,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_19848_37a53b09,__export__.product_template_19848_37a53b09,,MOTOR GEAR. RE DISEÑO. Caja RSC.,1.00,CAJA RSC MOTOR GEAR,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_19851_ca789a7a,__export__.product_template_19851_ca789a7a,,MOTOR GEAR. RE DISEÑO. Celdado.,1.00,CELDADO MOTOR GEAR RESISTENCIA 32 ECT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_19855_a668c276,__export__.product_template_19855_a668c276,,MOTOR GEAR. RE DISEÑO. Cuello.,1.00,CUELLO MOTOR GEAR,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_19858_05a54dc0,__export__.product_template_19858_05a54dc0,,MOTOR GEAR. RE DISEÑO. Pad Iferior.,1.00,PAD INFERIOR MOTOR GEAR,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón),__import__.product_category_007
__export__.product_template_19852_417e7431,__export__.product_template_19852_417e7431,,MOTOR GEAR. RE DISEÑO. Pad.,1.00,PAD MOTOR GEAR RESISTENCIA 32 ECT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_19853_58c318ce,__export__.product_template_19853_58c318ce,,MOTOR GEAR. RE DISEÑO. Tapa Gral.,1.00,TAPA / BASE MOTOR GEAR,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón),__import__.product_category_001
__export__.product_template_18320_094c8942,__export__.product_template_18320_094c8942,,MR. MUSCULO WINDEX 650 ML,1.00,CC-1789,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__import__.product_product_consu_0008_product_template,__import__.product_product_consu_0008_product_template,,MUESTRA,0.00,CC-0008,Consumible,Consumible,Cartón / Consumibles (Cartón),__import__.product_category_006
__export__.product_template_20093_f684c7bd,__export__.product_template_20093_f684c7bd,,MUESTRA 1,464.89,MUESTRA 1,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20085_3da70e48,__export__.product_template_20085_3da70e48,,MUESTRA 2.,429.00,MUESTRA 2.,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20094_d671fda2,__export__.product_template_20094_d671fda2,,MUESTRA 3.,429.92,MUESTRA 3,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20086_a9c1cf6a,__export__.product_template_20086_a9c1cf6a,,MUESTRA 4,416.00,MUESTRA 4,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20095_e7b91147,__export__.product_template_20095_e7b91147,,MUESTRA 5,489.00,MUESTRA 5,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_19917_67ea0776,__export__.product_template_19917_67ea0776,,MUESTRA 6,175.80,MUESTRA 6,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20097_6f6d4224,__export__.product_template_20097_6f6d4224,,MUESTRA 7,412.00,MUESTRA 7,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20096_9000065a,__export__.product_template_20096_9000065a,,MUESTRA 7.,125.00,MUESTRA 7.,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_19979_469fffed,__export__.product_template_19979_469fffed,,MUESTRA 8,171.91,MUESTRA 8,Consumible,Consumible,Servicios,__import__.product_category_005
__export__.product_template_20100_d4155711,__export__.product_template_20100_d4155711,,MUESTRA 8 SOLO CAJA,85.00,MUESTRA 8 SOLO CAJA,Consumible,Consumible,Servicios,__import__.product_category_005
__import__.product_product_serv_0016_product_template,__import__.product_product_serv_0016_product_template,,MUESTRA DE EMPAQUE,0.00,MUESTRA DE EMPAQUE,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_20635_0d24bb0e,__export__.product_template_20635_0d24bb0e,,MUESTRA PARA YF,1.00,DEFAULT-5119,Servicio,Servicio,Servicios,__import__.product_category_005
__export__.product_template_19331_5d88539f,__export__.product_template_19331_5d88539f,,"MX157793 1 X ITEM ""A"" XLPE BLACK D-4.0# PCF (213 X 18 X 35 mm)",1.00,RTM-6005,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable),__export__.product_category_27_83cdf959
